number,value,datetime_start,datetime_complete,duration,params_ema_span,params_gamma,params_imbalance_skew_factor,params_inventory_skew_factor,params_k,params_max_drawdown_pct,params_max_inventory_lots,params_range_spread_multiplier,params_tau,params_trend_size_multiplier,params_trend_spread_multiplier,state
91,0.0019974983447415677,2026-07-19 20:27:52.740636,2026-07-19 20:27:53.263911,0 days 00:00:00.523275,48,0.09324918706258747,0.5740056719197033,0.8817148708185092,2.499391617582641,0.04437652336538463,1,0.7281952123428971,1.2262575896551797,0.5741744517982124,2.624893857981452,PRUNED
92,0.03102379312099932,2026-07-19 20:27:53.264660,2026-07-19 20:27:53.719548,0 days 00:00:00.454888,45,0.08892861325892451,0.641769998293053,0.644928275539966,2.8229914660792432,0.04801437228273862,1,0.6923122465929292,1.310178006365748,0.6322657056617572,2.6978809224608185,PRUNED
93,0.09257062838235773,2026-07-19 20:27:53.720477,2026-07-19 20:27:54.165926,0 days 00:00:00.445449,43,0.11082769859230858,0.5399738439924248,0.9588983345313262,4.0032310777284,0.1156632206479911,1,0.5684182079575992,1.1725840085340962,0.5841838275043201,2.7847131107628,PRUNED
94,-2.34135309824977,2026-07-19 20:27:54.166527,2026-07-19 20:27:54.993511,0 days 00:00:00.826984,26,0.1411290833262187,0.47152532860750895,0.8261262959485783,1.7199547524195855,0.052384434730963374,1,0.8017917152503954,1.595214171344785,0.5484331107275233,2.437484920885881,COMPLETE
95,-0.1933187202177557,2026-07-19 20:27:54.994299,2026-07-19 20:27:55.320378,0 days 00:00:00.326079,28,0.11470778684627013,0.3711524950682036,0.7239696548096133,2.3299558475606608,0.0640610612387675,1,0.8213552212201675,1.6800861289697686,0.5325741604373304,2.522460649597773,PRUNED
96,-0.3757850873727099,2026-07-19 20:27:55.321045,2026-07-19 20:27:55.654182,0 days 00:00:00.333137,25,0.15489264078084275,0.4762018362742231,0.5917402578922779,4.80483682586792,0.05101315776919845,1,0.6107624965232084,1.6152696507023188,0.501995265480481,2.406146275101317,PRUNED
97,-3.2873108825068593,2026-07-19 20:27:55.654934,2026-07-19 20:27:56.590937,0 days 00:00:00.936003,23,0.3082292120117744,0.6926232694025016,1.822937227629774,1.0461471117061718,0.055858891872662575,1,0.8523418032549598,1.707797728734724,0.46100638631396457,2.868461733272526,COMPLETE
98,-0.4657911197205194,2026-07-19 20:27:56.592047,2026-07-19 20:27:56.911460,0 days 00:00:00.319413,30,0.06462726211992997,0.22950149513816823,1.8844429932934361,4.634274420075806,0.05284427826080361,3,1.0597833118621331,1.195730698185743,0.5438815041840042,2.2048648060140947,PRUNED
99,-0.05246601358777279,2026-07-19 20:27:56.912140,2026-07-19 20:27:57.400130,0 days 00:00:00.487990,28,0.5623839452406076,0.3159337861895759,2.1430310090729634,4.924124365972132,0.05770836029126035,1,1.0840577072096833,0.9363828012773109,0.7017707445641409,2.4321989495223773,PRUNED
100,-0.33741916346689116,2026-07-19 20:27:57.400721,2026-07-19 20:27:57.733527,0 days 00:00:00.332806,26,0.3663894750569235,0.19358394992769612,0.5627703181027361,1.6165082665393828,0.04325541749160031,2,0.765042763551906,1.937310643639565,0.42036457597918414,2.342065300411467,PRUNED
101,-0.35639312060820505,2026-07-19 20:27:57.734153,2026-07-19 20:27:58.125957,0 days 00:00:00.391804,42,0.11475314361015565,0.44321916686478685,0.8514335251287469,2.264168403343593,0.0398556402405974,1,1.143612167616242,1.513260054304029,0.6075781907715716,2.5627637065625177,PRUNED
102,0.09173612642507578,2026-07-19 20:27:58.126615,2026-07-19 20:27:58.603207,0 days 00:00:00.476592,44,0.1480555853570594,0.7651521895348692,1.025374895846511,3.9090199738336193,0.04784964704833469,1,0.6620270152550324,1.4572202138643053,0.5640696900016654,2.63059277379853,PRUNED
103,-0.3022794491960779,2026-07-19 20:27:58.603829,2026-07-19 20:27:58.939145,0 days 00:00:00.335316,35,0.2215835067474785,0.8221353192876378,0.7581411783654577,1.3872777859615018,0.045906625820942244,1,1.0105436788843662,1.7302935952894172,0.5240921661546234,2.4841122100079787,PRUNED
104,-2.2910806968453308,2026-07-19 20:27:58.939928,2026-07-19 20:27:59.843137,0 days 00:00:00.903209,26,0.1027993699278588,0.9238270105391221,0.6638040967085488,4.482264127539254,0.03631248194568594,1,1.183587814187478,1.601243790084901,0.6357534935981022,2.7467546471453836,COMPLETE
105,-0.2684982092945264,2026-07-19 20:27:59.843825,2026-07-19 20:28:00.324296,0 days 00:00:00.480471,26,0.12459409724239341,0.9999449952995627,0.5068395864811921,4.4270855983877375,0.036078997103959,1,1.1889971826559564,1.6531886062881491,0.6666332037950746,2.8165654204805426,PRUNED
106,-0.3402863399656312,2026-07-19 20:28:00.324908,2026-07-19 20:28:00.665836,0 days 00:00:00.340928,24,0.08497537599353686,0.9635315578845629,0.6702512200466311,1.9989488395464003,0.04173820973583827,1,1.1697341441045392,1.7935326237543856,0.6369412292159227,2.689994526908155,PRUNED
107,-0.20348643885522713,2026-07-19 20:28:00.666677,2026-07-19 20:28:01.203214,0 days 00:00:00.536537,22,0.10228037912187221,0.9293107988106512,0.8217751078529789,4.240421443639364,0.03216761627525619,1,1.131630389704989,1.0242847545519207,0.6175606204820139,2.7551012024576735,PRUNED
108,0.11907921757828187,2026-07-19 20:28:01.203809,2026-07-19 20:28:01.791307,0 days 00:00:00.587498,30,0.07888426114274966,1.1092113500830405,1.9649011030956451,4.4712279119673255,0.03809808515392279,1,1.1854093603171427,1.120746048447735,0.5902203839720903,2.8988924363613977,PRUNED
109,-2.695877222101304,2026-07-19 20:28:01.791914,2026-07-19 20:28:02.560290,0 days 00:00:00.768376,27,0.7195408910040403,0.9071670873474478,1.4621116992561418,4.329103175027733,0.06092043868290138,1,1.034900943639741,1.3819851919721686,0.6564328104865123,2.940279255801146,COMPLETE
110,-4.9538024945497545,2026-07-19 20:28:02.560945,2026-07-19 20:28:03.416103,0 days 00:00:00.855158,27,0.9990364727063173,0.9033018833602975,1.4132884453412573,4.309512193576559,0.06788812820028063,2,0.9525036940108146,1.569450412160017,0.47880615730075077,2.958924019904626,COMPLETE
111,-3.608996560525207,2026-07-19 20:28:03.416976,2026-07-19 20:28:04.225274,0 days 00:00:00.808298,32,0.7284159222436577,0.8074154375471001,1.757282125103052,4.5919824819183095,0.061090122880938444,1,1.032390686469411,1.343855464581568,0.6826017744308462,2.827310853082477,COMPLETE
112,-2.9374273062118466,2026-07-19 20:28:04.225879,2026-07-19 20:28:05.128411,0 days 00:00:00.902532,27,0.6349538797368378,0.8619084146902268,1.6446961135014462,4.150974659152293,0.054644729324321954,1,1.0023179733812673,1.2710788246049831,0.6444837539394941,2.937058762525591,COMPLETE
113,-0.2370030303118719,2026-07-19 20:28:05.129170,2026-07-19 20:28:05.465655,0 days 00:00:00.336485,29,0.5136335692648666,0.7537177630862159,1.4903941014330824,4.70854058606116,0.06456917556606113,1,1.1147707618971996,1.596919187205674,0.6654158216084768,2.9919382108778376,PRUNED
114,-0.36327041941219484,2026-07-19 20:28:05.466314,2026-07-19 20:28:05.796239,0 days 00:00:00.329925,25,0.4375485654684329,1.7397823822005751,1.5445122368551598,4.350044550545538,0.05840273912879494,1,0.9877337249710859,1.0874084500164736,0.5481919282594861,2.8763452392212807,PRUNED
115,-2.2768337992522936,2026-07-19 20:28:05.796922,2026-07-19 20:28:06.582772,0 days 00:00:00.785850,24,0.6880100631028826,0.14943605645234143,1.2685572927394761,4.022862181183309,0.0343712370055597,1,1.1516997865804883,1.367004651787572,0.6129778254116227,2.739353980164573,COMPLETE
116,-0.281465443760913,2026-07-19 20:28:06.583626,2026-07-19 20:28:07.117213,0 days 00:00:00.533587,24,0.6912298449655876,0.13895211489604795,1.2700653228387484,4.001142997043687,0.03092991133037585,1,1.1512610920053297,1.8461468437426685,0.7204970094634219,2.6558815064374577,PRUNED
117,-0.3347360553736893,2026-07-19 20:28:07.117865,2026-07-19 20:28:07.436515,0 days 00:00:00.318650,22,0.5791671531333952,0.29119429026243765,1.4090267067966566,3.750749049551951,0.03383039179786915,1,1.1993616830884015,1.366007377538531,0.5718395721107977,2.777378865943866,PRUNED
118,0.02286952535162224,2026-07-19 20:28:07.437262,2026-07-19 20:28:07.926838,0 days 00:00:00.489576,26,0.8282054304385567,0.38263012711169525,1.1216190883887682,4.084334625996408,0.03744797521292691,1,1.174712825499721,1.3807928590506569,0.5049350397037827,2.7365842297195595,PRUNED
119,-0.4383869790632709,2026-07-19 20:28:07.927977,2026-07-19 20:28:08.461088,0 days 00:00:00.533111,19,0.4068682283849805,0.19396943764555763,1.3084614851912224,4.850734214880579,0.04310368444119245,1,0.8722909563508742,1.4747885835836994,0.6100371103627775,2.920198772878834,PRUNED
120,-0.1862644326266643,2026-07-19 20:28:08.461678,2026-07-19 20:28:08.778901,0 days 00:00:00.317223,28,0.9153784819576302,0.0628979624654166,1.2363727471129193,4.521477463998473,0.04044127082455728,2,1.1617463251103346,1.3096990597686313,0.6552263135055187,2.6946719473998857,PRUNED
121,0.07231406913114767,2026-07-19 20:28:08.779600,2026-07-19 20:28:09.306759,0 days 00:00:00.527159,16,0.3401064296381583,1.065711936650309,1.0436173811588578,3.903320302313139,0.03526609498120179,1,1.1415924332881453,1.2285161885778275,0.6268199501108682,2.5968067467849454,PRUNED
122,-0.32070978112886317,2026-07-19 20:28:09.307396,2026-07-19 20:28:09.622427,0 days 00:00:00.315031,40,0.7441986331353307,0.2449402786133736,1.163288734496761,3.562882526480354,0.0521862293223116,1,1.097082259034958,1.528180535617076,0.692755736913273,2.8213645833688057,PRUNED
123,-2.7177737650770863,2026-07-19 20:28:09.623186,2026-07-19 20:28:10.468842,0 days 00:00:00.845656,26,0.617529091410489,0.6289906529198038,0.5965382409240195,4.186485449123119,0.04923552727705592,1,1.075630220573716,1.1489465913159171,0.583296736379583,2.7356531321241357,COMPLETE
124,-0.2688767029832497,2026-07-19 20:28:10.469747,2026-07-19 20:28:10.786283,0 days 00:00:00.316536,24,0.477629557194852,0.9932429648862713,2.2297973304805887,3.8109823717246254,0.06228147669869048,1,1.1218914458105793,1.2006612965825885,0.5987525782342373,2.45586417658264,PRUNED
125,-2.9509309897540144,2026-07-19 20:28:10.786893,2026-07-19 20:28:11.561933,0 days 00:00:00.775040,37,0.18218085259988964,0.337021048080915,2.4142158163359766,4.6693851343311445,0.04606989193361961,1,1.1810385961324308,1.2628804692546982,0.5532936328022563,2.5446793703818638,COMPLETE
126,-0.37813291899579254,2026-07-19 20:28:11.562598,2026-07-19 20:28:11.957401,0 days 00:00:00.394803,41,0.28689530815883524,0.8357480716609238,1.3445830391695939,3.3888443339875054,0.07081706814258029,1,1.0362229656150193,1.3926817491608001,0.5250262039678335,2.856671206623663,PRUNED
127,-0.3510650835610993,2026-07-19 20:28:11.958241,2026-07-19 20:28:12.285916,0 days 00:00:00.327675,39,0.3862543447907062,0.906925769304725,0.7135746259072574,4.366169482236732,0.03980616315373965,1,1.1549255519138553,1.4410063815560683,0.5382405939331562,2.7891639223257014,PRUNED
128,-0.30518234020459256,2026-07-19 20:28:12.286482,2026-07-19 20:28:12.605009,0 days 00:00:00.318527,31,0.5383459587901632,0.9493694396562316,0.6685325226180594,4.472838528192856,0.044092690912538104,1,1.0616264142260903,1.5876334841585813,0.6518789850505468,2.630646097457843,PRUNED
129,-0.43162891153983046,2026-07-19 20:28:12.605741,2026-07-19 20:28:13.089683,0 days 00:00:00.483942,21,0.6829228433642459,0.160698480194816,2.0664896971634312,4.216471303056875,0.030096729445360175,3,1.0164603652147062,1.1696082156487255,0.46326635730367743,2.6673792525073825,PRUNED
130,0.0663497219832927,2026-07-19 20:28:13.090319,2026-07-19 20:28:13.662371,0 days 00:00:00.572052,23,0.14309071402915624,0.7140040418718955,0.5540809980692876,4.074616719002118,0.1390210135999392,1,1.1115021923565769,1.7471822214828328,0.4891943705986102,2.370836827215056,PRUNED
131,-3.73443944823638,2026-07-19 20:28:13.663252,2026-07-19 20:28:14.465284,0 days 00:00:00.802032,25,0.6069996178820857,0.6216988936744887,0.5833621945639644,4.223170483776726,0.04975563581736507,1,1.0711434777820523,1.1516814468790164,0.5933567538515844,2.9011758104398715,COMPLETE
132,-0.3138864020116743,2026-07-19 20:28:14.465953,2026-07-19 20:28:14.806050,0 days 00:00:00.340097,26,0.8193094706723607,0.494704677507277,0.620672940992084,3.723216554965943,0.048243508815317325,1,1.0503714003204676,1.0554645410645929,0.585386085560009,2.7405417152029794,PRUNED
133,-2.9218834144982693,2026-07-19 20:28:14.807097,2026-07-19 20:28:15.676265,0 days 00:00:00.869168,29,0.6304886250798545,0.7931820889318889,0.779445669845599,3.2755849110881052,0.05786554619517688,1,1.166182407056521,1.1293606665180536,0.6261069676933144,2.721474432465452,COMPLETE
134,0.15909396989095645,2026-07-19 20:28:15.676906,2026-07-19 20:28:16.135951,0 days 00:00:00.459045,27,0.44631383756062165,0.4187645895847809,0.8967291253383426,4.5686489606326175,0.050920939316977304,1,1.0830691635790044,1.216183322288271,0.5653059685876798,2.7761006156906185,PRUNED
135,-0.3777032739546911,2026-07-19 20:28:16.136569,2026-07-19 20:28:16.479287,0 days 00:00:00.342718,28,0.5574132845045354,0.5291545548497537,0.5364512736915822,3.945824623414646,0.05413864065389596,1,1.1906033104553926,1.2522096475031095,0.5146567300394151,2.9597824143869396,PRUNED
136,0.05724862440133014,2026-07-19 20:28:16.480014,2026-07-19 20:28:17.050391,0 days 00:00:00.570377,26,0.7249933798525325,0.36623242151597457,1.676144174926342,4.770535271387257,0.03592460367309264,1,1.1382219975458638,1.318920022942552,0.6121205910237,2.5018527688998407,PRUNED
137,-0.2529767838522406,2026-07-19 20:28:17.051150,2026-07-19 20:28:17.364996,0 days 00:00:00.313846,25,0.47821138057955415,0.668208721032611,1.9913560544831435,0.5109969826804559,0.04164500511834738,1,1.1282900302211236,1.878311426041821,0.5577239855117223,2.5692583126821784,PRUNED
138,-3.4255219642923396,2026-07-19 20:28:17.365820,2026-07-19 20:28:18.178282,0 days 00:00:00.812462,42,0.7904737696526928,0.11392341172286638,0.6269276793102619,4.333605033199848,0.06612262307217445,2,0.5234886503675071,1.6383293677427213,0.5782341483475613,2.864894557157585,COMPLETE
139,-0.3559095892222607,2026-07-19 20:28:18.179076,2026-07-19 20:28:18.489791,0 days 00:00:00.310715,23,0.26538971080240664,0.8885958160391946,1.928835737959383,4.135020613436023,0.04645993991266161,1,0.9871581079650029,1.6932973881133035,0.5395013695299126,2.3049868110808145,PRUNED
140,-0.2527008868860152,2026-07-19 20:28:18.490580,2026-07-19 20:28:19.042907,0 days 00:00:00.552327,27,0.07292961667349887,0.2807752838654308,0.7257926369062593,4.444712921275713,0.033598894389817884,1,1.1015172451581599,1.086552597889234,0.6427627835016642,2.679673266624117,PRUNED
141,-0.2916100820332729,2026-07-19 20:28:19.043572,2026-07-19 20:28:19.358351,0 days 00:00:00.314779,48,0.10872327448069463,0.5827437605618362,0.8159984360020934,2.64817717547885,0.04482486359010407,1,0.6148033817177998,1.432417718253761,0.5785804118060216,2.6088808885378496,PRUNED
142,-0.26580574617774055,2026-07-19 20:28:19.358927,2026-07-19 20:28:19.661669,0 days 00:00:00.302742,44,0.12976104801888189,0.4405668136419452,0.9760162954317605,3.0560148943720327,0.056109952568874404,1,0.7182888582844205,1.4873970338099136,0.6164399987197978,2.709768757773851,PRUNED
143,-2.8643304373101897,2026-07-19 20:28:19.662395,2026-07-19 20:28:20.593787,0 days 00:00:00.931392,46,0.10154355313824456,0.493432841154192,0.9323969362154216,1.9725374197022703,0.03862991090156371,1,0.6734946623368365,0.988384554943176,0.6777976540515588,2.6398286348883273,COMPLETE
144,-0.37362992179681276,2026-07-19 20:28:20.594471,2026-07-19 20:28:20.908986,0 days 00:00:00.314515,45,0.12582445830878103,0.623819077872819,2.280804229866203,1.8953802197886782,0.052401447663282696,1,0.8230826481036451,1.2848299672375982,0.5204699256821533,2.753303531169054,PRUNED
145,-0.2932302963268368,2026-07-19 20:28:20.909684,2026-07-19 20:28:21.229398,0 days 00:00:00.319714,47,0.8708213024517806,0.5676371227689063,2.3528153192663535,2.8654680268731445,0.0496453244820373,1,1.1770319607769248,1.3506708870235238,0.6010413896269213,2.8224759065944864,PRUNED
146,-0.364214020451453,2026-07-19 20:28:21.230029,2026-07-19 20:28:21.598556,0 days 00:00:00.368527,43,0.20849843792102832,0.694673090242017,1.5782936999342976,1.705486756024597,0.043304833661208825,1,1.1557055815152608,1.5345436352070705,0.5513646702091918,2.552860134044818,PRUNED
147,-0.2655168358706139,2026-07-19 20:28:21.599336,2026-07-19 20:28:21.937688,0 days 00:00:00.338352,38,0.6306585621700099,0.7592958093263756,0.6775192586499971,4.054817790941539,0.05959713363961237,1,0.7698690844909539,1.1857335098148716,0.5029795794612227,2.9995523744694097,PRUNED
148,-0.35386667110971004,2026-07-19 20:28:21.938535,2026-07-19 20:28:22.347196,0 days 00:00:00.408661,41,0.5149635359970924,0.4612570411609551,0.5048795767763253,2.1743432176629547,0.03808292845765854,1,0.7918972209741996,1.1304648182543309,0.63367583814619,2.438886194658122,PRUNED
149,-0.32882533115101936,2026-07-19 20:28:22.348236,2026-07-19 20:28:22.673913,0 days 00:00:00.325677,24,0.16324403967861925,0.5413109925365416,1.0697018776439884,4.297625093577192,0.04211308320857848,1,1.0395212613707348,1.7870514266095545,0.5639633203468684,2.6701344249134666,PRUNED
150,-3.2243021845196114,2026-07-19 20:28:22.674676,2026-07-19 20:28:23.460049,0 days 00:00:00.785373,26,0.028055282685120007,1.026655714677749,1.4580568009557964,3.8681315830978478,0.0630670994302408,1,0.5515626125859563,1.4119308340357797,0.5904500725114329,2.7993251878488317,COMPLETE
151,-3.039519187014875,2026-07-19 20:28:23.460805,2026-07-19 20:28:24.331111,0 days 00:00:00.870306,40,0.24836157478852808,0.05695049534716562,0.873867723854685,1.2257684954575736,0.05667357649782981,1,0.5951155894739856,1.7633615111506602,0.7026276243861937,2.5924705505712655,COMPLETE
152,0.15385713713338306,2026-07-19 20:28:24.332051,2026-07-19 20:28:24.813432,0 days 00:00:00.481381,17,0.33270445754234895,0.047071167242276224,2.560497214041727,0.8001925104409354,0.06119051789297994,1,0.5671709304752687,1.9066620967835282,0.74532988287902,2.204960933105054,PRUNED
153,-2.854668417047561,2026-07-19 20:28:24.814176,2026-07-19 20:28:25.675017,0 days 00:00:00.860841,18,0.299948513635746,0.09225341185577181,0.8337329373973877,4.164559242224123,0.047644414601718074,1,1.1881589388289469,1.815718425528136,0.7335800254356771,1.86270637731118,COMPLETE
154,0.15909510159267085,2026-07-19 20:28:25.675649,2026-07-19 20:28:26.138662,0 days 00:00:00.463013,12,0.2203561944654979,0.007041626288310787,0.7719860295425619,1.3819035698238937,0.05445852504051289,1,1.1681779784263682,1.7259867750660087,0.8160656332990397,2.141885121721656,PRUNED
155,-0.3767561154800381,2026-07-19 20:28:26.139489,2026-07-19 20:28:26.448883,0 days 00:00:00.309394,28,0.16468898820928324,0.21031566953931952,0.5966547131431297,0.9261752760116972,0.052414059571764544,2,0.5838177511274626,1.8199320486301074,0.7775740145995028,1.9414215888262185,PRUNED
156,-0.26584766851959546,2026-07-19 20:28:26.449559,2026-07-19 20:28:26.768995,0 days 00:00:00.319436,42,0.18671301061452528,0.8466334039635666,1.8690523658017621,1.0584569393081242,0.03564711496434591,1,0.6315532811607314,1.3315047129882884,0.6587260888911154,2.739170378077384,PRUNED
157,-0.16037008961470198,2026-07-19 20:28:26.769812,2026-07-19 20:28:27.309375,0 days 00:00:00.539563,45,0.3665248093309958,0.12976071276996942,2.1370631736518484,3.971056736081953,0.04014733743054309,1,0.5374161070693327,1.6658840877757017,0.6778827526575071,2.0726808860668084,PRUNED
158,-3.1415664010103193,2026-07-19 20:28:27.309962,2026-07-19 20:28:28.079982,0 days 00:00:00.770020,15,0.13926008514031138,0.3915299075391493,0.6510824094493542,3.4963078747315546,0.04585635431375171,1,1.1463759175920607,1.23259554388556,0.21536110349751947,2.708752418545106,COMPLETE
159,-0.3561473014574884,2026-07-19 20:28:28.080817,2026-07-19 20:28:28.396358,0 days 00:00:00.315541,30,0.24113983412347623,0.3020405628342764,1.2430784340412506,3.6698971458930365,0.05014999787564666,1,1.011337207739863,0.8397066143529525,0.5345983893107572,2.9207827370189703,PRUNED
160,-0.31595807900497674,2026-07-19 20:28:28.396940,2026-07-19 20:28:28.705164,0 days 00:00:00.308224,27,0.6863627851077285,0.17466025096565646,0.7446430952437277,4.577691773462325,0.059157944879770934,1,1.1987126153577006,1.2898206454546781,0.48085979722595573,2.523711521218229,PRUNED
161,-2.298171599143245,2026-07-19 20:28:28.705727,2026-07-19 20:28:29.555560,0 days 00:00:00.849833,17,0.3053293806406415,0.06955015825368577,0.8411593007665374,4.162013689015098,0.04878024012530699,1,1.1803303856588703,1.867607517997747,0.7158043098769257,2.634955853093288,COMPLETE
162,-0.32968311438325876,2026-07-19 20:28:29.556291,2026-07-19 20:28:29.882414,0 days 00:00:00.326123,47,0.3213939590436671,0.018483532512983375,0.8187938815122453,4.047172366708769,0.04762993009184852,1,0.931600730510707,1.8665142523006946,0.7162407962986427,2.630364810687982,PRUNED
163,-2.5273166070566786,2026-07-19 20:28:29.883148,2026-07-19 20:28:30.753518,0 days 00:00:00.870370,14,0.41482824950149133,0.9524339588529792,0.9882708183269002,4.2505261975743025,0.044325713512717926,1,1.1779868450431388,1.927691706646392,0.7566857862198945,2.597431809857177,COMPLETE
164,0.03360205982142967,2026-07-19 20:28:30.754178,2026-07-19 20:28:31.221869,0 days 00:00:00.467691,15,0.4161351253347755,0.9915474293345329,1.0085453290441966,4.314419219293857,0.0435588451216693,1,1.1788262621065273,1.938341804885974,0.845715323914275,2.6537609617919355,PRUNED
165,-0.31068118378604703,2026-07-19 20:28:31.222508,2026-07-19 20:28:31.537509,0 days 00:00:00.315001,13,0.38069959420833166,0.9624787634777578,1.0864736570189986,4.219383567498205,0.04159567300526172,1,1.160233450624509,1.3723172316087988,0.7862948016358675,2.599037691863387,PRUNED
166,-0.1660325079186825,2026-07-19 20:28:31.538132,2026-07-19 20:28:31.855056,0 days 00:00:00.316924,13,0.5784903153259828,0.9089819946184048,0.9677591758566539,4.3841924676050095,0.04499423082034072,1,1.1353081786311408,1.966459724679814,0.7573584495636676,2.689699548797312,PRUNED
167,-0.3824183126511606,2026-07-19 20:28:31.855843,2026-07-19 20:28:32.185841,0 days 00:00:00.329998,10,0.4281235069669119,0.8708737991514437,0.9283676296809277,4.131152019950243,0.03771669038751833,2,1.187275131742035,1.9209084294616683,0.7644621523413011,2.485667424134387,PRUNED
168,-0.2793846749128973,2026-07-19 20:28:32.186634,2026-07-19 20:28:32.716916,0 days 00:00:00.530282,12,0.09852977075653527,0.2323262398334481,2.2061838786273205,4.471973992147289,0.03287637738529606,1,1.1706255074659235,1.1689487173175948,0.6090630299282772,2.7793123687592374,PRUNED
169,-3.153679878836578,2026-07-19 20:28:32.717717,2026-07-19 20:28:33.509531,0 days 00:00:00.791814,44,0.3509640841903242,0.8034326726560047,1.7889612204845577,4.6835098700169,0.05002991038309595,1,1.1518607527861815,1.8998039253643106,0.5707371636138449,2.560476530183946,COMPLETE
170,-0.020001507944522056,2026-07-19 20:28:33.510201,2026-07-19 20:28:34.106704,0 days 00:00:00.596503,49,0.4918801079203366,0.9267746237659465,0.6989760051207593,4.274525369638392,0.03863680174087907,1,0.9715600752402469,1.8414981733675406,0.5448125769784993,2.3928533618862198,PRUNED
171,-0.2600861199442757,2026-07-19 20:28:34.107287,2026-07-19 20:28:34.563122,0 days 00:00:00.455835,14,0.32735777797950827,0.06883026310345346,0.8731695774807706,2.5024857721926437,0.05530891380827588,1,1.1941709809197198,1.9687130915229625,0.7364844025348857,2.257300421795393,PRUNED
172,0.15729520336648156,2026-07-19 20:28:34.563998,2026-07-19 20:28:35.010228,0 days 00:00:00.446230,17,0.12050953159031379,0.1456112942547979,0.9141569605651942,3.9721757750242728,0.05273896563097937,1,1.178536205600477,1.8833195974304513,0.632842318313696,2.6399880644198417,PRUNED
173,-0.2671977109218426,2026-07-19 20:28:35.010955,2026-07-19 20:28:35.313781,0 days 00:00:00.302826,20,0.27065229143154257,0.3510909124977339,1.17150084616747,4.187699476574191,0.057789036824554316,1,1.165379296658158,1.1002338871516184,0.7018296096680936,2.7364076914464444,PRUNED
174,-0.38546003297024817,2026-07-19 20:28:35.314373,2026-07-19 20:28:35.711882,0 days 00:00:00.397509,25,0.3023164190182741,0.12445626084907055,2.44425068016614,4.420683970749,0.04856703803771381,3,1.1210117932528056,1.6174206279598997,0.713571093245135,2.6913133165894796,PRUNED
175,-0.2719002874281572,2026-07-19 20:28:35.712475,2026-07-19 20:28:36.006525,0 days 00:00:00.294050,43,0.3915367379860365,1.0753945200701143,0.7998505016936672,4.033863964740598,0.06462637752245134,1,1.0236297599724686,1.7829309531628814,0.5132641365330082,1.7079133380729454,PRUNED
176,-0.19626197597122158,2026-07-19 20:28:36.007259,2026-07-19 20:28:36.305656,0 days 00:00:00.298397,18,0.7263753784338249,0.6368231055525926,0.8598460257214893,3.8178365810842125,0.040667643065770614,1,1.0794970819616676,0.6162249239921338,0.5941538468656984,2.846027966927102,PRUNED
177,0.10142723087959932,2026-07-19 20:28:36.306252,2026-07-19 20:28:36.751633,0 days 00:00:00.445381,14,0.5285591326222646,0.7226523024133745,1.3757867753549142,3.610144895419887,0.045987655546789484,1,1.144653544698507,1.2135041914930917,0.7918014213865603,1.3537332418735502,PRUNED
178,-0.29082912746394585,2026-07-19 20:28:36.752214,2026-07-19 20:28:37.037610,0 days 00:00:00.285396,16,0.6491176763294526,0.08272551868710486,0.5684355110996275,4.4961197271211475,0.05152977380883988,1,1.198958969592865,1.8367394585148458,0.6894466408811789,2.6128476940107315,PRUNED
179,-0.18863072593089844,2026-07-19 20:28:37.038308,2026-07-19 20:28:37.425753,0 days 00:00:00.387445,19,0.28227918798773316,0.4119112364645388,2.8575597805146176,4.240219372557109,0.03583897302254437,1,1.0501390705184084,1.0672693847776034,0.5758914902484817,2.941334215868876,PRUNED
180,-0.22845480389280426,2026-07-19 20:28:37.426325,2026-07-19 20:28:37.726005,0 days 00:00:00.299680,34,0.457897891625886,0.5209225498345023,0.7115282959638827,4.973227069150528,0.042426835924794494,1,0.7384257527634178,1.0163012232768567,0.496520818272645,2.531334596094171,PRUNED
181,0.05518436800865194,2026-07-19 20:28:37.726605,2026-07-19 20:28:38.159263,0 days 00:00:00.432658,19,0.23636277445826837,0.11368299018214414,0.8213112133152582,4.144263790016025,0.04893861446040021,1,0.50082517581245,1.8220055024699433,0.7320580744930381,1.865584823692885,PRUNED
182,0.0021311188309823593,2026-07-19 20:28:38.160083,2026-07-19 20:28:38.582581,0 days 00:00:00.422498,18,0.2992099400728558,0.10116274204395576,0.750195859232412,4.1189452275655345,0.04678272867512625,1,1.182903131045158,1.8669369583367093,0.770971835900146,2.67158327566473,PRUNED
183,0.03924735917853487,2026-07-19 20:28:38.583293,2026-07-19 20:28:39.092927,0 days 00:00:00.509634,17,0.35026943177922243,0.03213149570709403,0.8415923767567324,3.2026295391729453,0.060514851823625655,1,1.1848932079720824,1.7923638962088377,0.7330215492108714,1.4220992759568492,PRUNED
184,-0.05315802021745488,2026-07-19 20:28:39.093517,2026-07-19 20:28:39.530212,0 days 00:00:00.436695,21,0.20112207693106596,0.16084290288762199,1.0066435409544046,4.363750889983173,0.05411786581391078,1,1.1629194243561218,1.8136414956601792,0.6635475122398444,1.701849536950084,PRUNED
185,-2.1205159039662025,2026-07-19 20:28:39.530959,2026-07-19 20:28:40.280924,0 days 00:00:00.749965,29,0.3157824772791041,0.24971485709120128,1.2828682411346761,4.198969886487698,0.04459646278107836,1,1.1733174121490146,1.1494856579268407,0.7178387359993107,2.7596599139952533,COMPLETE
